ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000052936,0.000001165
4,0.000002129,0.000000747
8,0.000008578,0.000003092
16,0.000023860,0.000010776
32,0.000084863,0.000044171
64,0.000517578,0.000359936
128,0.003636296,0.003009634
256,0.025488550,0.022943070
512,0.152496575,0.143710409
1024,1.028810512,0.999635467
2048,8.556483857,8.452486002
4096,66.351529420,65.932157599
